Speaker,Word,Gram,Log_Freq,DepVar
s23,looked,p,3.49650756146648,1
s12,worked,p,4.74493212836325,1
s04,picked,p,2.99573227355399,1
s36,aspect,m,2.19722457733622,1
s02,looked,p,3.49650756146648,1
s01,picked,p,2.99573227355399,1
s36,talked,p,3.63758615972639,1
s11,looked,p,3.49650756146648,1
s07,worked,p,4.74493212836325,1
s28,exact,m,2.07944154167984,1
s24,worked,p,4.74493212836325,1
s18,aspect,m,2.19722457733622,0
s16,perfect,m,3.13549421592915,1
s33,distinct,m,0,0
s22,hiked,p,0,1
s39,project,m,2.94443897916644,1
s18,booked,p,0.693147180559945,0
s08,worked,p,4.74493212836325,1
s07,perfect,m,3.13549421592915,1
s13,sucked,p,1.94591014905531,1
s36,locked,p,2.56494935746154,1
s02,convict,m,0.693147180559945,1
s29,walked,p,2.30258509299405,1
s12,affect,m,1.6094379124341,0
s27,conflict,m,1.79175946922805,1
s31,looked,p,3.49650756146648,1
s02,picked,p,2.99573227355399,1
s23,protect,m,1.94591014905531,0
s39,fact,m,3.43398720448515,1
s30,contact,m,2.484906649788,0
s14,convict,m,0.693147180559945,1
s18,locked,p,2.56494935746154,1
s35,looked,p,3.49650756146648,1
s27,conflict,m,1.79175946922805,1
s12,looked,p,3.49650756146648,1
s15,smoked,p,1.09861228866811,0
s34,connect,m,0.693147180559945,0
s08,worked,p,4.74493212836325,1
s07,contract,m,1.94591014905531,1
s36,picked,p,2.99573227355399,1
s38,contract,m,1.94591014905531,1
s05,liked,p,3.40119738166216,1
s27,worked,p,4.74493212836325,1
s25,shocked,p,1.94591014905531,1
s37,packed,p,0.693147180559945,1
s17,fact,m,3.43398720448515,0
s22,worked,p,4.74493212836325,1
s34,worked,p,4.74493212836325,1
s11,parked,p,1.38629436111989,1
s28,worked,p,4.74493212836325,1
s26,checked,p,1.38629436111989,1
s19,respect,m,3.29583686600433,1
s12,ranked,p,0,0
s05,smoked,p,1.09861228866811,1
s07,project,m,2.94443897916644,1
s07,thanked,p,0,1
s14,talked,p,3.63758615972639,1
s11,looked,p,3.49650756146648,0
s25,looked,p,3.49650756146648,1
s19,interact,m,1.79175946922805,0
s06,shocked,p,1.94591014905531,1
s36,picked,p,2.99573227355399,1
s08,act,m,2.19722457733622,1
s34,worked,p,4.74493212836325,1
s14,effect,m,2.39789527279837,1
s34,project,m,2.94443897916644,1
s14,correct,m,2.19722457733622,1
s14,liked,p,3.40119738166216,1
s06,addict,m,0.693147180559945,1
s40,strict,m,1.94591014905531,1
s01,asked,p,3.13549421592915,1
s06,affect,m,1.6094379124341,1
s03,contact,m,2.484906649788,1
s10,looked,p,3.49650756146648,1
s40,fact,m,3.43398720448515,1
s37,respect,m,3.29583686600433,1
s16,walked,p,2.30258509299405,1
s08,worked,p,4.74493212836325,0
s25,shocked,p,1.94591014905531,1
s10,perfect,m,3.13549421592915,1
s13,perfect,m,3.13549421592915,1
s33,liked,p,3.40119738166216,1
s04,interact,m,1.79175946922805,1
s35,talked,p,3.63758615972639,1
s18,decked,p,0,1
s18,talked,p,3.63758615972639,1
s29,respect,m,3.29583686600433,1
s12,worked,p,4.74493212836325,1
s14,worked,p,4.74493212836325,1
s33,interact,m,1.79175946922805,1
s05,fact,m,3.43398720448515,1
s18,talked,p,3.63758615972639,1
s23,talked,p,3.63758615972639,1
s25,worked,p,4.74493212836325,1
s23,talked,p,3.63758615972639,1
s01,respect,m,3.29583686600433,1
s19,impact,m,1.6094379124341,0
s32,contract,m,1.94591014905531,1
s35,worked,p,4.74493212836325,1
s24,worked,p,4.74493212836325,1
s04,sucked,p,1.94591014905531,1
s40,sparked,p,0,1
s18,liked,p,3.40119738166216,1
s02,expect,m,2.19722457733622,1
s23,fact,m,3.43398720448515,1
s35,collect,m,1.09861228866811,1
s08,act,m,2.19722457733622,1
s04,worked,p,4.74493212836325,1
s16,picked,p,2.99573227355399,1
s31,talked,p,3.63758615972639,1
s29,locked,p,2.56494935746154,1
s29,asked,p,3.13549421592915,1
s34,ticked,p,0.693147180559945,1
s03,subject,m,2.07944154167984,0
s34,expect,m,2.19722457733622,1
s32,product,m,2.07944154167984,0
s16,perfect,m,3.13549421592915,0
s11,stacked,p,0,0
s23,asked,p,3.13549421592915,1
s20,talked,p,3.63758615972639,1
s19,contract,m,1.94591014905531,0
s25,talked,p,3.63758615972639,1
s25,conflict,m,1.79175946922805,1
s28,asked,p,3.13549421592915,1
s18,subject,m,2.07944154167984,1
s07,project,m,2.94443897916644,0
s16,worked,p,4.74493212836325,1
s37,object,m,0.693147180559945,0
s08,worked,p,4.74493212836325,1
s18,instinct,m,1.09861228866811,0
s19,interact,m,1.79175946922805,0
s39,exact,m,2.07944154167984,1
s23,asked,p,3.13549421592915,0
s23,tacked,p,0,1
s03,correct,m,2.19722457733622,0
s14,worked,p,4.74493212836325,1
s34,talked,p,3.63758615972639,1
s23,contact,m,2.484906649788,1
s40,fact,m,3.43398720448515,1
s08,locked,p,2.56494935746154,1
s11,parked,p,1.38629436111989,1
s09,shocked,p,1.94591014905531,1
s35,worked,p,4.74493212836325,1
s02,looked,p,3.49650756146648,1
s23,talked,p,3.63758615972639,1
s21,respect,m,3.29583686600433,1
s04,worked,p,4.74493212836325,1
s07,talked,p,3.63758615972639,0
s19,construct,m,0,1
s13,worked,p,4.74493212836325,1
s40,fact,m,3.43398720448515,1
s14,precinct,m,1.09861228866811,1
s40,correct,m,2.19722457733622,1
s08,locked,p,2.56494935746154,1
s07,asked,p,3.13549421592915,0
s38,worked,p,4.74493212836325,1
s13,affect,m,1.6094379124341,1
s34,liked,p,3.40119738166216,1
s05,product,m,2.07944154167984,1
s24,fact,m,3.43398720448515,1
s07,respect,m,3.29583686600433,1
s18,looked,p,3.49650756146648,1
s19,fact,m,3.43398720448515,0
s35,collect,m,1.09861228866811,1
s09,worked,p,4.74493212836325,1
s18,worked,p,4.74493212836325,1
s10,picked,p,2.99573227355399,1
s38,packed,p,0.693147180559945,1
s25,backed,p,0,1
s33,effect,m,2.39789527279837,1
s03,predict,m,0,0
s08,perfect,m,3.13549421592915,0
s07,checked,p,1.38629436111989,0
s20,project,m,2.94443897916644,1
s18,talked,p,3.63758615972639,1
s35,contact,m,2.484906649788,1
s27,picked,p,2.99573227355399,1
s38,worked,p,4.74493212836325,1
s16,abstract,m,0,1
s14,worked,p,4.74493212836325,0
s33,liked,p,3.40119738166216,1
s17,worked,p,4.74493212836325,1
s35,worked,p,4.74493212836325,1
s34,asked,p,3.13549421592915,0
s39,strict,m,1.94591014905531,1
s32,fact,m,3.43398720448515,1
s14,district,m,1.6094379124341,1
